id,actor,movie
Preity Zinta-Veer-Zaara,Preity Zinta,Veer-Zaara
Rani Mukerji-Veer-Zaara,Rani Mukerji,Veer-Zaara
Kirron Kher-Veer-Zaara,Kirron Kher,Veer-Zaara
Ulrich Thomsen-Adams æbler,Ulrich Thomsen,Adams æbler
Mads Mikkelsen-Adams æbler,Mads Mikkelsen,Adams æbler
Nicolas Bro-Adams æbler,Nicolas Bro,Adams æbler
Paprika Steen-Adams æbler,Paprika Steen,Adams æbler
Keira Knightley-Pride & Prejudice,Keira Knightley,Pride & Prejudice
Matthew Macfadyen-Pride & Prejudice,Matthew Macfadyen,Pride & Prejudice
Brenda Blethyn-Pride & Prejudice,Brenda Blethyn,Pride & Prejudice
Donald Sutherland-Pride & Prejudice,Donald Sutherland,Pride & Prejudice
Anthony Hopkins-The World's Fastest Indian,Anthony Hopkins,The World's Fastest Indian
Diane Ladd-The World's Fastest Indian,Diane Ladd,The World's Fastest Indian
Iain Rea-The World's Fastest Indian,Iain Rea,The World's Fastest Indian
Tessa Mitchell-The World's Fastest Indian,Tessa Mitchell,The World's Fastest Indian
Shôgo Furuya-Tôkyô goddofâzâzu,Shôgo Furuya,Tôkyô goddofâzâzu
Tôru Emori-Tôkyô goddofâzâzu,Tôru Emori,Tôkyô goddofâzâzu
Yoshiaki Umegaki-Tôkyô goddofâzâzu,Yoshiaki Umegaki,Tôkyô goddofâzâzu
Aya Okamoto-Tôkyô goddofâzâzu,Aya Okamoto,Tôkyô goddofâzâzu
Nathan Fillion-Serenity,Nathan Fillion,Serenity
Gina Torres-Serenity,Gina Torres,Serenity
Chiwetel Ejiofor-Serenity,Chiwetel Ejiofor,Serenity
Alan Tudyk-Serenity,Alan Tudyk,Serenity
Joaquin Phoenix-Walk the Line,Joaquin Phoenix,Walk the Line
Reese Witherspoon-Walk the Line,Reese Witherspoon,Walk the Line
Ginnifer Goodwin-Walk the Line,Ginnifer Goodwin,Walk the Line
Robert Patrick-Walk the Line,Robert Patrick,Walk the Line
Andreas Wilson-Ondskan,Andreas Wilson,Ondskan
Henrik Lundström-Ondskan,Henrik Lundström,Ondskan
Gustaf Skarsgård-Ondskan,Gustaf Skarsgård,Ondskan
Linda Zilliacus-Ondskan,Linda Zilliacus,Ondskan
Gena Rowlands-The Notebook,Gena Rowlands,The Notebook
James Garner-The Notebook,James Garner,The Notebook
Rachel McAdams-The Notebook,Rachel McAdams,The Notebook
Ryan Gosling-The Notebook,Ryan Gosling,The Notebook
Gael García Bernal-Diarios de motocicleta,Gael García Bernal,Diarios de motocicleta
Rodrigo De la Serna-Diarios de motocicleta,Rodrigo De la Serna,Diarios de motocicleta
Mía Maestro-Diarios de motocicleta,Mía Maestro,Diarios de motocicleta
Mercedes Morán-Diarios de motocicleta,Mercedes Morán,Diarios de motocicleta
Oksana Akinshina-Lilja 4-ever,Oksana Akinshina,Lilja 4-ever
Artyom Bogucharskiy-Lilja 4-ever,Artyom Bogucharskiy,Lilja 4-ever
Pavel Ponomaryov-Lilja 4-ever,Pavel Ponomaryov,Lilja 4-ever
Lyubov Agapova-Lilja 4-ever,Lyubov Agapova,Lilja 4-ever
Michèle Caucheteux-Les triplettes de Belleville,Michèle Caucheteux,Les triplettes de Belleville
Jean-Claude Donda-Les triplettes de Belleville,Jean-Claude Donda,Les triplettes de Belleville
Michel Robin-Les triplettes de Belleville,Michel Robin,Les triplettes de Belleville
Monica Viegas-Les triplettes de Belleville,Monica Viegas,Les triplettes de Belleville
Lee Yeong-ae-Gongdong gyeongbi guyeok JSA,Lee Yeong-ae,Gongdong gyeongbi guyeok JSA
Lee Byung-Hun-Gongdong gyeongbi guyeok JSA,Lee Byung-Hun,Gongdong gyeongbi guyeok JSA
Kang-ho Song-Gongdong gyeongbi guyeok JSA,Kang-ho Song,Gongdong gyeongbi guyeok JSA
Kim Tae-Woo-Gongdong gyeongbi guyeok JSA,Kim Tae-Woo,Gongdong gyeongbi guyeok JSA
Jim Caviezel-The Count of Monte Cristo,Jim Caviezel,The Count of Monte Cristo
Guy Pearce-The Count of Monte Cristo,Guy Pearce,The Count of Monte Cristo
Christopher Adamson-The Count of Monte Cristo,Christopher Adamson,The Count of Monte Cristo
JB Blanc-The Count of Monte Cristo,JB Blanc,The Count of Monte Cristo
Ethan Hawke-Waking Life,Ethan Hawke,Waking Life
Trevor Jack Brooks-Waking Life,Trevor Jack Brooks,Waking Life
Lorelei Linklater-Waking Life,Lorelei Linklater,Waking Life
Wiley Wiggins-Waking Life,Wiley Wiggins,Waking Life
Denzel Washington-Remember the Titans,Denzel Washington,Remember the Titans
Will Patton-Remember the Titans,Will Patton,Remember the Titans
Wood Harris-Remember the Titans,Wood Harris,Remember the Titans
Ryan Hurst-Remember the Titans,Ryan Hurst,Remember the Titans
Yun-Fat Chow-Wo hu cang long,Yun-Fat Chow,Wo hu cang long
Michelle Yeoh-Wo hu cang long,Michelle Yeoh,Wo hu cang long
Ziyi Zhang-Wo hu cang long,Ziyi Zhang,Wo hu cang long
Chen Chang-Wo hu cang long,Chen Chang,Wo hu cang long
Cecilia Roth-Todo sobre mi madre,Cecilia Roth,Todo sobre mi madre
Marisa Paredes-Todo sobre mi madre,Marisa Paredes,Todo sobre mi madre
Candela Peña-Todo sobre mi madre,Candela Peña,Todo sobre mi madre
Antonia San Juan-Todo sobre mi madre,Antonia San Juan,Todo sobre mi madre
Tom Hanks-Cast Away,Tom Hanks,Cast Away
Helen Hunt-Cast Away,Helen Hunt,Cast Away
Paul Sanchez-Cast Away,Paul Sanchez,Cast Away
Lari White-Cast Away,Lari White,Cast Away
Willem Dafoe-The Boondock Saints,Willem Dafoe,The Boondock Saints
Sean Patrick Flanery-The Boondock Saints,Sean Patrick Flanery,The Boondock Saints
Norman Reedus-The Boondock Saints,Norman Reedus,The Boondock Saints
David Della Rocco-The Boondock Saints,David Della Rocco,The Boondock Saints
Russell Crowe-The Insider,Russell Crowe,The Insider
Al Pacino-The Insider,Al Pacino,The Insider
Christopher Plummer-The Insider,Christopher Plummer,The Insider
Diane Venora-The Insider,Diane Venora,The Insider
Jake Gyllenhaal-October Sky,Jake Gyllenhaal,October Sky
Chris Cooper-October Sky,Chris Cooper,October Sky
Laura Dern-October Sky,Laura Dern,October Sky
Chris Owen-October Sky,Chris Owen,October Sky
Vicky Jenson-Shrek,Vicky Jenson,Shrek
Mike Myers-Shrek,Mike Myers,Shrek
Eddie Murphy-Shrek,Eddie Murphy,Shrek
Cameron Diaz-Shrek,Cameron Diaz,Shrek
Leonardo DiCaprio-Titanic,Leonardo DiCaprio,Titanic
Kate Winslet-Titanic,Kate Winslet,Titanic
Billy Zane-Titanic,Billy Zane,Titanic
Kathy Bates-Titanic,Kathy Bates,Titanic
Takeshi Kitano-Hana-bi,Takeshi Kitano,Hana-bi
Kayoko Kishimoto-Hana-bi,Kayoko Kishimoto,Hana-bi
Ren Osugi-Hana-bi,Ren Osugi,Hana-bi
Susumu Terajima-Hana-bi,Susumu Terajima,Hana-bi
Ethan Hawke-Gattaca,Ethan Hawke,Gattaca
Uma Thurman-Gattaca,Uma Thurman,Gattaca
Jude Law-Gattaca,Jude Law,Gattaca
Gore Vidal-Gattaca,Gore Vidal,Gattaca
Michael Douglas-The Game,Michael Douglas,The Game
Deborah Kara Unger-The Game,Deborah Kara Unger,The Game
Sean Penn-The Game,Sean Penn,The Game
James Rebhorn-The Game,James Rebhorn,The Game
Emily Watson-Breaking the Waves,Emily Watson,Breaking the Waves
Stellan Skarsgård-Breaking the Waves,Stellan Skarsgård,Breaking the Waves
Katrin Cartlidge-Breaking the Waves,Katrin Cartlidge,Breaking the Waves
Jean-Marc Barr-Breaking the Waves,Jean-Marc Barr,Breaking the Waves
Johnny Depp-Ed Wood,Johnny Depp,Ed Wood
Martin Landau-Ed Wood,Martin Landau,Ed Wood
Sarah Jessica Parker-Ed Wood,Sarah Jessica Parker,Ed Wood
Patricia Arquette-Ed Wood,Patricia Arquette,Ed Wood
Johnny Depp-What's Eating Gilbert Grape,Johnny Depp,What's Eating Gilbert Grape
Leonardo DiCaprio-What's Eating Gilbert Grape,Leonardo DiCaprio,What's Eating Gilbert Grape
Juliette Lewis-What's Eating Gilbert Grape,Juliette Lewis,What's Eating Gilbert Grape
Mary Steenburgen-What's Eating Gilbert Grape,Mary Steenburgen,What's Eating Gilbert Grape
Kevin Jarre-Tombstone,Kevin Jarre,Tombstone
Kurt Russell-Tombstone,Kurt Russell,Tombstone
Val Kilmer-Tombstone,Val Kilmer,Tombstone
Sam Elliott-Tombstone,Sam Elliott,Tombstone
Tom Guiry-The Sandlot,Tom Guiry,The Sandlot
Mike Vitar-The Sandlot,Mike Vitar,The Sandlot
Art LaFleur-The Sandlot,Art LaFleur,The Sandlot
Patrick Renna-The Sandlot,Patrick Renna,The Sandlot
Anthony Hopkins-The Remains of the Day,Anthony Hopkins,The Remains of the Day
Emma Thompson-The Remains of the Day,Emma Thompson,The Remains of the Day
John Haycraft-The Remains of the Day,John Haycraft,The Remains of the Day
Christopher Reeve-The Remains of the Day,Christopher Reeve,The Remains of the Day
David Thewlis-Naked,David Thewlis,Naked
Lesley Sharp-Naked,Lesley Sharp,Naked
Katrin Cartlidge-Naked,Katrin Cartlidge,Naked
Greg Cruttwell-Naked,Greg Cruttwell,Naked
Harrison Ford-The Fugitive,Harrison Ford,The Fugitive
Tommy Lee Jones-The Fugitive,Tommy Lee Jones,The Fugitive
Sela Ward-The Fugitive,Sela Ward,The Fugitive
Julianne Moore-The Fugitive,Julianne Moore,The Fugitive
Robert De Niro-A Bronx Tale,Robert De Niro,A Bronx Tale
Chazz Palminteri-A Bronx Tale,Chazz Palminteri,A Bronx Tale
Lillo Brancato-A Bronx Tale,Lillo Brancato,A Bronx Tale
Francis Capra-A Bronx Tale,Francis Capra,A Bronx Tale
Boyd Kirkland-Batman: Mask of the Phantasm,Boyd Kirkland,Batman: Mask of the Phantasm
Frank Paur-Batman: Mask of the Phantasm,Frank Paur,Batman: Mask of the Phantasm
Dan Riba-Batman: Mask of the Phantasm,Dan Riba,Batman: Mask of the Phantasm
Eric Radomski-Batman: Mask of the Phantasm,Eric Radomski,Batman: Mask of the Phantasm
Yun-Fat Chow-Lat sau san taam,Yun-Fat Chow,Lat sau san taam
Tony Chiu-Wai Leung-Lat sau san taam,Tony Chiu-Wai Leung,Lat sau san taam
Teresa Mo-Lat sau san taam,Teresa Mo,Lat sau san taam
Philip Chan-Lat sau san taam,Philip Chan,Lat sau san taam
Winona Ryder-Night on Earth,Winona Ryder,Night on Earth
Gena Rowlands-Night on Earth,Gena Rowlands,Night on Earth
Lisanne Falk-Night on Earth,Lisanne Falk,Night on Earth
Alan Randolph Scott-Night on Earth,Alan Randolph Scott,Night on Earth
Irène Jacob-La double vie de Véronique,Irène Jacob,La double vie de Véronique
Wladyslaw Kowalski-La double vie de Véronique,Wladyslaw Kowalski,La double vie de Véronique
Halina Gryglaszewska-La double vie de Véronique,Halina Gryglaszewska,La double vie de Véronique
Kalina Jedrusik-La double vie de Véronique,Kalina Jedrusik,La double vie de Véronique
Cuba Gooding Jr.-Boyz n the Hood,Cuba Gooding Jr.,Boyz n the Hood
Laurence Fishburne-Boyz n the Hood,Laurence Fishburne,Boyz n the Hood
Hudhail Al-Amir-Boyz n the Hood,Hudhail Al-Amir,Boyz n the Hood
Lloyd Avery II-Boyz n the Hood,Lloyd Avery II,Boyz n the Hood
James Caan-Misery,James Caan,Misery
Kathy Bates-Misery,Kathy Bates,Misery
Richard Farnsworth-Misery,Richard Farnsworth,Misery
Frances Sternhagen-Misery,Frances Sternhagen,Misery
Robert De Niro-Awakenings,Robert De Niro,Awakenings
Robin Williams-Awakenings,Robin Williams,Awakenings
Julie Kavner-Awakenings,Julie Kavner,Awakenings
Ruth Nelson-Awakenings,Ruth Nelson,Awakenings
Kirsten Dunst-Majo no takkyûbin,Kirsten Dunst,Majo no takkyûbin
Minami Takayama-Majo no takkyûbin,Minami Takayama,Majo no takkyûbin
Rei Sakuma-Majo no takkyûbin,Rei Sakuma,Majo no takkyûbin
Kappei Yamaguchi-Majo no takkyûbin,Kappei Yamaguchi,Majo no takkyûbin
Matthew Broderick-Glory,Matthew Broderick,Glory
Denzel Washington-Glory,Denzel Washington,Glory
Cary Elwes-Glory,Cary Elwes,Glory
Morgan Freeman-Glory,Morgan Freeman,Glory
Yun-Fat Chow-Dip huet seung hung,Yun-Fat Chow,Dip huet seung hung
Danny Lee-Dip huet seung hung,Danny Lee,Dip huet seung hung
Sally Yeh-Dip huet seung hung,Sally Yeh,Dip huet seung hung
Kong Chu-Dip huet seung hung,Kong Chu,Dip huet seung hung
Michael J. Fox-Back to the Future Part II,Michael J. Fox,Back to the Future Part II
Christopher Lloyd-Back to the Future Part II,Christopher Lloyd,Back to the Future Part II
Lea Thompson-Back to the Future Part II,Lea Thompson,Back to the Future Part II
Thomas F. Wilson-Back to the Future Part II,Thomas F. Wilson,Back to the Future Part II
Gene Hackman-Mississippi Burning,Gene Hackman,Mississippi Burning
Willem Dafoe-Mississippi Burning,Willem Dafoe,Mississippi Burning
Frances McDormand-Mississippi Burning,Frances McDormand,Mississippi Burning
Brad Dourif-Mississippi Burning,Brad Dourif,Mississippi Burning
Arnold Schwarzenegger-Predator,Arnold Schwarzenegger,Predator
Carl Weathers-Predator,Carl Weathers,Predator
Kevin Peter Hall-Predator,Kevin Peter Hall,Predator
Elpidia Carrillo-Predator,Elpidia Carrillo,Predator
Bruce Campbell-Evil Dead II,Bruce Campbell,Evil Dead II
Sarah Berry-Evil Dead II,Sarah Berry,Evil Dead II
Dan Hicks-Evil Dead II,Dan Hicks,Evil Dead II
Kassie Wesley DePaiva-Evil Dead II,Kassie Wesley DePaiva,Evil Dead II
Matthew Broderick-Ferris Bueller's Day Off,Matthew Broderick,Ferris Bueller's Day Off
Alan Ruck-Ferris Bueller's Day Off,Alan Ruck,Ferris Bueller's Day Off
Mia Sara-Ferris Bueller's Day Off,Mia Sara,Ferris Bueller's Day Off
Jeffrey Jones-Ferris Bueller's Day Off,Jeffrey Jones,Ferris Bueller's Day Off
Tom Waits-Down by Law,Tom Waits,Down by Law
John Lurie-Down by Law,John Lurie,Down by Law
Roberto Benigni-Down by Law,Roberto Benigni,Down by Law
Nicoletta Braschi-Down by Law,Nicoletta Braschi,Down by Law
Sean Astin-The Goonies,Sean Astin,The Goonies
Josh Brolin-The Goonies,Josh Brolin,The Goonies
Jeff Cohen-The Goonies,Jeff Cohen,The Goonies
Corey Feldman-The Goonies,Corey Feldman,The Goonies
Danny Glover-The Color Purple,Danny Glover,The Color Purple
Whoopi Goldberg-The Color Purple,Whoopi Goldberg,The Color Purple
Oprah Winfrey-The Color Purple,Oprah Winfrey,The Color Purple
Margaret Avery-The Color Purple,Margaret Avery,The Color Purple
Emilio Estevez-The Breakfast Club,Emilio Estevez,The Breakfast Club
Judd Nelson-The Breakfast Club,Judd Nelson,The Breakfast Club
Molly Ringwald-The Breakfast Club,Molly Ringwald,The Breakfast Club
Ally Sheedy-The Breakfast Club,Ally Sheedy,The Breakfast Club
Sam Waterston-The Killing Fields,Sam Waterston,The Killing Fields
Haing S. Ngor-The Killing Fields,Haing S. Ngor,The Killing Fields
John Malkovich-The Killing Fields,John Malkovich,The Killing Fields
Julian Sands-The Killing Fields,Julian Sands,The Killing Fields
Bill Murray-Ghostbusters,Bill Murray,Ghostbusters
Dan Aykroyd-Ghostbusters,Dan Aykroyd,Ghostbusters
Sigourney Weaver-Ghostbusters,Sigourney Weaver,Ghostbusters
Harold Ramis-Ghostbusters,Harold Ramis,Ghostbusters
Sam Shepard-The Right Stuff,Sam Shepard,The Right Stuff
Scott Glenn-The Right Stuff,Scott Glenn,The Right Stuff
Ed Harris-The Right Stuff,Ed Harris,The Right Stuff
Dennis Quaid-The Right Stuff,Dennis Quaid,The Right Stuff
Robert De Niro-The King of Comedy,Robert De Niro,The King of Comedy
Jerry Lewis-The King of Comedy,Jerry Lewis,The King of Comedy
Diahnne Abbott-The King of Comedy,Diahnne Abbott,The King of Comedy
Sandra Bernhard-The King of Comedy,Sandra Bernhard,The King of Comedy
Henry Thomas-E.T. the Extra-Terrestrial,Henry Thomas,E.T. the Extra-Terrestrial
Drew Barrymore-E.T. the Extra-Terrestrial,Drew Barrymore,E.T. the Extra-Terrestrial
Peter Coyote-E.T. the Extra-Terrestrial,Peter Coyote,E.T. the Extra-Terrestrial
Dee Wallace-E.T. the Extra-Terrestrial,Dee Wallace,E.T. the Extra-Terrestrial
Dustin Hoffman-Kramer vs. Kramer,Dustin Hoffman,Kramer vs. Kramer
Meryl Streep-Kramer vs. Kramer,Meryl Streep,Kramer vs. Kramer
Jane Alexander-Kramer vs. Kramer,Jane Alexander,Kramer vs. Kramer
Justin Henry-Kramer vs. Kramer,Justin Henry,Kramer vs. Kramer
Richard Gere-Days of Heaven,Richard Gere,Days of Heaven
Brooke Adams-Days of Heaven,Brooke Adams,Days of Heaven
Sam Shepard-Days of Heaven,Sam Shepard,Days of Heaven
Linda Manz-Days of Heaven,Linda Manz,Days of Heaven
Clint Eastwood-The Outlaw Josey Wales,Clint Eastwood,The Outlaw Josey Wales
Sondra Locke-The Outlaw Josey Wales,Sondra Locke,The Outlaw Josey Wales
Chief Dan George-The Outlaw Josey Wales,Chief Dan George,The Outlaw Josey Wales
Bill McKinney-The Outlaw Josey Wales,Bill McKinney,The Outlaw Josey Wales
Sean Connery-The Man Who Would Be King,Sean Connery,The Man Who Would Be King
Michael Caine-The Man Who Would Be King,Michael Caine,The Man Who Would Be King
Christopher Plummer-The Man Who Would Be King,Christopher Plummer,The Man Who Would Be King
Saeed Jaffrey-The Man Who Would Be King,Saeed Jaffrey,The Man Who Would Be King
Gene Hackman-The Conversation,Gene Hackman,The Conversation
John Cazale-The Conversation,John Cazale,The Conversation
Allen Garfield-The Conversation,Allen Garfield,The Conversation
Frederic Forrest-The Conversation,Frederic Forrest,The Conversation
Barry Bostwick-La planète sauvage,Barry Bostwick,La planète sauvage
Jennifer Drake-La planète sauvage,Jennifer Drake,La planète sauvage
Eric Baugin-La planète sauvage,Eric Baugin,La planète sauvage
Jean Topart-La planète sauvage,Jean Topart,La planète sauvage
Edward Fox-The Day of the Jackal,Edward Fox,The Day of the Jackal
Terence Alexander-The Day of the Jackal,Terence Alexander,The Day of the Jackal
Michel Auclair-The Day of the Jackal,Michel Auclair,The Day of the Jackal
Alan Badel-The Day of the Jackal,Alan Badel,The Day of the Jackal
Martin Sheen-Badlands,Martin Sheen,Badlands
Sissy Spacek-Badlands,Sissy Spacek,Badlands
Warren Oates-Badlands,Warren Oates,Badlands
Ramon Bieri-Badlands,Ramon Bieri,Badlands
Liza Minnelli-Cabaret,Liza Minnelli,Cabaret
Michael York-Cabaret,Michael York,Cabaret
Helmut Griem-Cabaret,Helmut Griem,Cabaret
Joel Grey-Cabaret,Joel Grey,Cabaret
Gene Wilder-Willy Wonka & the Chocolate Factory,Gene Wilder,Willy Wonka & the Chocolate Factory
Jack Albertson-Willy Wonka & the Chocolate Factory,Jack Albertson,Willy Wonka & the Chocolate Factory
Peter Ostrum-Willy Wonka & the Chocolate Factory,Peter Ostrum,Willy Wonka & the Chocolate Factory
Roy Kinnear-Willy Wonka & the Chocolate Factory,Roy Kinnear,Willy Wonka & the Chocolate Factory
Dustin Hoffman-Midnight Cowboy,Dustin Hoffman,Midnight Cowboy
Jon Voight-Midnight Cowboy,Jon Voight,Midnight Cowboy
Sylvia Miles-Midnight Cowboy,Sylvia Miles,Midnight Cowboy
John McGiver-Midnight Cowboy,John McGiver,Midnight Cowboy
Audrey Hepburn-Wait Until Dark,Audrey Hepburn,Wait Until Dark
Alan Arkin-Wait Until Dark,Alan Arkin,Wait Until Dark
Richard Crenna-Wait Until Dark,Richard Crenna,Wait Until Dark
Efrem Zimbalist Jr.-Wait Until Dark,Efrem Zimbalist Jr.,Wait Until Dark
Spencer Tracy-Guess Who's Coming to Dinner,Spencer Tracy,Guess Who's Coming to Dinner
Sidney Poitier-Guess Who's Coming to Dinner,Sidney Poitier,Guess Who's Coming to Dinner
Katharine Hepburn-Guess Who's Coming to Dinner,Katharine Hepburn,Guess Who's Coming to Dinner
Katharine Houghton-Guess Who's Coming to Dinner,Katharine Houghton,Guess Who's Coming to Dinner
Warren Beatty-Bonnie and Clyde,Warren Beatty,Bonnie and Clyde
Faye Dunaway-Bonnie and Clyde,Faye Dunaway,Bonnie and Clyde
Michael J. Pollard-Bonnie and Clyde,Michael J. Pollard,Bonnie and Clyde
Gene Hackman-Bonnie and Clyde,Gene Hackman,Bonnie and Clyde
Audrey Hepburn-My Fair Lady,Audrey Hepburn,My Fair Lady
Rex Harrison-My Fair Lady,Rex Harrison,My Fair Lady
Stanley Holloway-My Fair Lady,Stanley Holloway,My Fair Lady
Wilfrid Hyde-White-My Fair Lady,Wilfrid Hyde-White,My Fair Lady
Julie Andrews-Mary Poppins,Julie Andrews,Mary Poppins
Dick Van Dyke-Mary Poppins,Dick Van Dyke,Mary Poppins
David Tomlinson-Mary Poppins,David Tomlinson,Mary Poppins
Glynis Johns-Mary Poppins,Glynis Johns,Mary Poppins
Andrew Marton-The Longest Day,Andrew Marton,The Longest Day
Gerd Oswald-The Longest Day,Gerd Oswald,The Longest Day
Bernhard Wicki-The Longest Day,Bernhard Wicki,The Longest Day
Darryl F. Zanuck-The Longest Day,Darryl F. Zanuck,The Longest Day
Jeanne Moreau-Jules et Jim,Jeanne Moreau,Jules et Jim
Oskar Werner-Jules et Jim,Oskar Werner,Jules et Jim
Henri Serre-Jules et Jim,Henri Serre,Jules et Jim
Vanna Urbino-Jules et Jim,Vanna Urbino,Jules et Jim
Deborah Kerr-The Innocents,Deborah Kerr,The Innocents
Peter Wyngarde-The Innocents,Peter Wyngarde,The Innocents
Megs Jenkins-The Innocents,Megs Jenkins,The Innocents
Michael Redgrave-The Innocents,Michael Redgrave,The Innocents
Jean-Paul Belmondo-À bout de souffle,Jean-Paul Belmondo,À bout de souffle
Jean Seberg-À bout de souffle,Jean Seberg,À bout de souffle
Daniel Boulanger-À bout de souffle,Daniel Boulanger,À bout de souffle
Henri-Jacques Huet-À bout de souffle,Henri-Jacques Huet,À bout de souffle
Arthur Rosson-Red River,Arthur Rosson,Red River
John Wayne-Red River,John Wayne,Red River
Montgomery Clift-Red River,Montgomery Clift,Red River
Joanne Dru-Red River,Joanne Dru,Red River
Humphrey Bogart-Key Largo,Humphrey Bogart,Key Largo
Edward G. Robinson-Key Largo,Edward G. Robinson,Key Largo
Lauren Bacall-Key Largo,Lauren Bacall,Key Largo
Lionel Barrymore-Key Largo,Lionel Barrymore,Key Largo
Humphrey Bogart-To Have and Have Not,Humphrey Bogart,To Have and Have Not
Lauren Bacall-To Have and Have Not,Lauren Bacall,To Have and Have Not
Walter Brennan-To Have and Have Not,Walter Brennan,To Have and Have Not
Dolores Moran-To Have and Have Not,Dolores Moran,To Have and Have Not
