id,Movie_Name,Released_Year,Run_time,IMDB_Rating,Description,Gross_USD,Director
Diarios de motocicleta,Diarios de motocicleta,2004,126,7.8,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.,16756372,Walter Salles
Lilja 4-ever,Lilja 4-ever,2002,109,7.8,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.",181655,Lukas Moodysson
Les triplettes de Belleville,Les triplettes de Belleville,2003,80,7.8,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",7002255,Sylvain Chomet
Gongdong gyeongbi guyeok JSA,Gongdong gyeongbi guyeok JSA,2000,110,7.8,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened.",,Chan-wook Park
The Count of Monte Cristo,The Count of Monte Cristo,2002,131,7.8,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",54234062,Kevin Reynolds
Waking Life,Waking Life,2001,99,7.8,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,2892011,Richard Linklater
Remember the Titans,Remember the Titans,2000,113,7.8,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,115654751,Boaz Yakin
Wo hu cang long,Wo hu cang long,2000,120,7.8,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,128078872,Ang Lee
Todo sobre mi madre,Todo sobre mi madre,1999,101,7.8,"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",8264530,Pedro Almodóvar
Cast Away,Cast Away,2000,143,7.8,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,233632142,Robert Zemeckis
The Boondock Saints,The Boondock Saints,1999,108,7.8,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,25812,Troy Duffy
The Insider,The Insider,1999,157,7.8,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,28965197,Michael Mann
October Sky,October Sky,1999,108,7.8,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",32481825,Joe Johnston
Shrek,Shrek,2001,90,7.8,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",267665011,Andrew Adamson
Titanic,Titanic,1997,194,7.8,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",659325379,James Cameron
Hana-bi,Hana-bi,1997,103,7.8,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.",233986,Takeshi Kitano
Gattaca,Gattaca,1997,106,7.8,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,12339633,Andrew Niccol
The Game,The Game,1997,129,7.8,"After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",48323648,David Fincher
Breaking the Waves,Breaking the Waves,1996,159,7.8,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",4040691,Lars von Trier
Ed Wood,Ed Wood,1994,127,7.8,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",5887457,Tim Burton
What's Eating Gilbert Grape,What's Eating Gilbert Grape,1993,118,7.8,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,9170214,Lasse Hallström
Tombstone,Tombstone,1993,130,7.8,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",56505065,George P. Cosmatos
The Sandlot,The Sandlot,1993,101,7.8,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",32416586,David Mickey Evans
The Remains of the Day,The Remains of the Day,1993,134,7.8,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,22954968,James Ivory
Naked,Naked,1993,132,7.8,"Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life.",1769305,Mike Leigh
The Fugitive,The Fugitive,1993,130,7.8,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",183875760,Andrew Davis
A Bronx Tale,A Bronx Tale,1993,121,7.8,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,17266971,Robert De Niro
Batman: Mask of the Phantasm,Batman: Mask of the Phantasm,1993,76,7.8,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,5617391,Kevin Altieri
Lat sau san taam,Lat sau san taam,1992,128,7.8,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,,John Woo
Night on Earth,Night on Earth,1991,129,7.8,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,2015810,Jim Jarmusch
La double vie de Véronique,La double vie de Véronique,1991,98,7.8,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",1999955,Krzysztof Kieslowski
Boyz n the Hood,Boyz n the Hood,1991,112,7.8,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",57504069,John Singleton
Misery,Misery,1990,107,7.8,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",61276872,Rob Reiner
Awakenings,Awakenings,1990,121,7.8,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",52096475,Penny Marshall
Majo no takkyûbin,Majo no takkyûbin,1989,103,7.8,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",,Hayao Miyazaki
Glory,Glory,1989,122,7.8,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",26830000,Edward Zwick
Dip huet seung hung,Dip huet seung hung,1989,111,7.8,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,,John Woo
Back to the Future Part II,Back to the Future Part II,1989,108,7.8,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",118500000,Robert Zemeckis
Mississippi Burning,Mississippi Burning,1988,128,7.8,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,34603943,Alan Parker
Predator,Predator,1987,107,7.8,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,59735548,John McTiernan
Evil Dead II,Evil Dead II,1987,84,7.8,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,5923044,Sam Raimi
Ferris Bueller's Day Off,Ferris Bueller's Day Off,1986,103,7.8,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",70136369,John Hughes
Down by Law,Down by Law,1986,107,7.8,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",1436000,Jim Jarmusch
The Goonies,The Goonies,1985,114,7.8,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,61503218,Richard Donner
The Color Purple,The Color Purple,1985,154,7.8,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,98467863,Steven Spielberg
The Breakfast Club,The Breakfast Club,1985,97,7.8,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,45875171,John Hughes
The Killing Fields,The Killing Fields,1984,141,7.8,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",34700291,Roland Joffé
Ghostbusters,Ghostbusters,1984,105,7.8,Three former parapsychology professors set up shop as a unique ghost removal service.,238632124,Ivan Reitman
The Right Stuff,The Right Stuff,1983,193,7.8,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",21500000,Philip Kaufman
The King of Comedy,The King of Comedy,1982,109,7.8,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",2500000,Martin Scorsese
E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,1982,115,7.8,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,435110554,Steven Spielberg
Kramer vs. Kramer,Kramer vs. Kramer,1979,105,7.8,"Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",106260000,Robert Benton
Days of Heaven,Days of Heaven,1978,94,7.8,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,,Terrence Malick
